127.0.0.1 - - [31/Aug/2024:07:29:03 +0530] "GET / HTTP/1.1" 404 752
0:0:0:0:0:0:0:1 - - [31/Aug/2024:22:47:23 +0530] "GET /RevShop/ShowImage?pid=P20230423084155 HTTP/1.1" 200 18922
0:0:0:0:0:0:0:1 - - [31/Aug/2024:22:47:23 +0530] "GET /RevShop/ShowImage?pid=P20230423084157 HTTP/1.1" 200 13987
0:0:0:0:0:0:0:1 - - [31/Aug/2024:22:47:23 +0530] "GET /RevShop/ShowImage?pid=P20230423084159 HTTP/1.1" 200 23693
0:0:0:0:0:0:0:1 - - [31/Aug/2024:22:47:23 +0530] "GET /RevShop/ShowImage?pid=P20230423084156 HTTP/1.1" 200 1942
0:0:0:0:0:0:0:1 - - [31/Aug/2024:22:47:23 +0530] "GET /RevShop/ShowImage?pid=P20230423084158 HTTP/1.1" 200 37121
0:0:0:0:0:0:0:1 - - [31/Aug/2024:22:47:23 +0530] "GET /RevShop/ShowImage?pid=P20230423084160 HTTP/1.1" 200 22883
0:0:0:0:0:0:0:1 - - [31/Aug/2024:22:47:23 +0530] "GET /RevShop/ShowImage?pid=P20230423084161 HTTP/1.1" 200 14509
0:0:0:0:0:0:0:1 - - [31/Aug/2024:22:47:23 +0530] "GET /RevShop/ShowImage?pid=P20240831085558 HTTP/1.1" 200 110721
0:0:0:0:0:0:0:1 - - [31/Aug/2024:22:47:23 +0530] "GET /RevShop/ShowImage?pid=P20240831085605 HTTP/1.1" 200 110721
0:0:0:0:0:0:0:1 - - [31/Aug/2024:22:47:28 +0530] "POST /RevShop/RemoveProductServlet?prodid=P20230423084154 HTTP/1.1" 200 8919
0:0:0:0:0:0:0:1 - - [31/Aug/2024:22:47:30 +0530] "GET /RevShop/adminViewProduct.jsp HTTP/1.1" 200 28214
0:0:0:0:0:0:0:1 - - [31/Aug/2024:22:47:30 +0530] "GET /RevShop/ShowImage?pid=P20230423083830 HTTP/1.1" 200 21798
0:0:0:0:0:0:0:1 - - [31/Aug/2024:22:47:30 +0530] "GET /RevShop/ShowImage?pid=P20230423082243 HTTP/1.1" 200 96902
0:0:0:0:0:0:0:1 - - [31/Aug/2024:22:47:30 +0530] "GET /RevShop/ShowImage?pid=P20230423084143 HTTP/1.1" 200 21915
0:0:0:0:0:0:0:1 - - [31/Aug/2024:22:47:30 +0530] "GET /RevShop/ShowImage?pid=P20230423084145 HTTP/1.1" 200 19444
0:0:0:0:0:0:0:1 - - [31/Aug/2024:22:47:30 +0530] "GET /RevShop/ShowImage?pid=P20230423084146 HTTP/1.1" 200 30013
0:0:0:0:0:0:0:1 - - [31/Aug/2024:22:47:30 +0530] "GET /RevShop/ShowImage?pid=P20230423084144 HTTP/1.1" 200 20420
0:0:0:0:0:0:0:1 - - [31/Aug/2024:22:47:30 +0530] "GET /RevShop/ShowImage?pid=P20230423084147 HTTP/1.1" 200 8013
0:0:0:0:0:0:0:1 - - [31/Aug/2024:22:47:30 +0530] "GET /RevShop/ShowImage?pid=P20230423084148 HTTP/1.1" 200 31791
0:0:0:0:0:0:0:1 - - [31/Aug/2024:22:47:30 +0530] "GET /RevShop/ShowImage?pid=P20230423084149 HTTP/1.1" 200 65614
0:0:0:0:0:0:0:1 - - [31/Aug/2024:22:47:30 +0530] "GET /RevShop/ShowImage?pid=P20230423084150 HTTP/1.1" 200 21481
0:0:0:0:0:0:0:1 - - [31/Aug/2024:22:47:30 +0530] "GET /RevShop/ShowImage?pid=P20230423084151 HTTP/1.1" 200 16694
0:0:0:0:0:0:0:1 - - [31/Aug/2024:22:47:30 +0530] "GET /RevShop/ShowImage?pid=P20230423084152 HTTP/1.1" 200 34752
0:0:0:0:0:0:0:1 - - [31/Aug/2024:22:47:30 +0530] "GET /RevShop/ShowImage?pid=P20230423084153 HTTP/1.1" 200 48613
0:0:0:0:0:0:0:1 - - [31/Aug/2024:22:47:30 +0530] "GET /RevShop/ShowImage?pid=P20230423084156 HTTP/1.1" 200 1942
0:0:0:0:0:0:0:1 - - [31/Aug/2024:22:47:30 +0530] "GET /RevShop/ShowImage?pid=P20230423084154 HTTP/1.1" 200 48989
0:0:0:0:0:0:0:1 - - [31/Aug/2024:22:47:30 +0530] "GET /RevShop/ShowImage?pid=P20230423084157 HTTP/1.1" 200 13987
0:0:0:0:0:0:0:1 - - [31/Aug/2024:22:47:30 +0530] "GET /RevShop/ShowImage?pid=P20230423084155 HTTP/1.1" 200 18922
0:0:0:0:0:0:0:1 - - [31/Aug/2024:22:47:30 +0530] "GET /RevShop/ShowImage?pid=P20230423084158 HTTP/1.1" 200 37121
0:0:0:0:0:0:0:1 - - [31/Aug/2024:22:47:30 +0530] "GET /RevShop/ShowImage?pid=P20230423084159 HTTP/1.1" 200 23693
0:0:0:0:0:0:0:1 - - [31/Aug/2024:22:47:30 +0530] "GET /RevShop/ShowImage?pid=P20230423084161 HTTP/1.1" 200 14509
0:0:0:0:0:0:0:1 - - [31/Aug/2024:22:47:30 +0530] "GET /RevShop/ShowImage?pid=P20240831085558 HTTP/1.1" 200 110721
0:0:0:0:0:0:0:1 - - [31/Aug/2024:22:47:30 +0530] "GET /RevShop/ShowImage?pid=P20240831085605 HTTP/1.1" 200 110721
0:0:0:0:0:0:0:1 - - [31/Aug/2024:22:47:30 +0530] "GET /RevShop/ShowImage?pid=P20230423084160 HTTP/1.1" 200 22883
0:0:0:0:0:0:0:1 - - [31/Aug/2024:22:47:37 +0530] "POST /RevShop/RemoveProductServlet?prodid=P20230423084161 HTTP/1.1" 200 8922
0:0:0:0:0:0:0:1 - - [31/Aug/2024:22:47:39 +0530] "GET /RevShop/adminViewProduct.jsp HTTP/1.1" 200 28214
0:0:0:0:0:0:0:1 - - [31/Aug/2024:22:47:39 +0530] "GET /RevShop/ShowImage?pid=P20230423083830 HTTP/1.1" 200 21798
0:0:0:0:0:0:0:1 - - [31/Aug/2024:22:47:39 +0530] "GET /RevShop/ShowImage?pid=P20230423084145 HTTP/1.1" 200 19444
0:0:0:0:0:0:0:1 - - [31/Aug/2024:22:47:39 +0530] "GET /RevShop/ShowImage?pid=P20230423082243 HTTP/1.1" 200 96902
0:0:0:0:0:0:0:1 - - [31/Aug/2024:22:47:39 +0530] "GET /RevShop/ShowImage?pid=P20230423084146 HTTP/1.1" 200 30013
0:0:0:0:0:0:0:1 - - [31/Aug/2024:22:47:39 +0530] "GET /RevShop/ShowImage?pid=P20230423084143 HTTP/1.1" 200 21915
0:0:0:0:0:0:0:1 - - [31/Aug/2024:22:47:39 +0530] "GET /RevShop/ShowImage?pid=P20230423084144 HTTP/1.1" 200 20420
0:0:0:0:0:0:0:1 - - [31/Aug/2024:22:47:39 +0530] "GET /RevShop/ShowImage?pid=P20230423084147 HTTP/1.1" 200 8013
0:0:0:0:0:0:0:1 - - [31/Aug/2024:22:47:39 +0530] "GET /RevShop/ShowImage?pid=P20230423084148 HTTP/1.1" 200 31791
0:0:0:0:0:0:0:1 - - [31/Aug/2024:22:47:39 +0530] "GET /RevShop/ShowImage?pid=P20230423084150 HTTP/1.1" 200 21481
0:0:0:0:0:0:0:1 - - [31/Aug/2024:22:47:39 +0530] "GET /RevShop/ShowImage?pid=P20230423084152 HTTP/1.1" 200 34752
0:0:0:0:0:0:0:1 - - [31/Aug/2024:22:47:39 +0530] "GET /RevShop/ShowImage?pid=P20230423084153 HTTP/1.1" 200 48613
0:0:0:0:0:0:0:1 - - [31/Aug/2024:22:47:39 +0530] "GET /RevShop/ShowImage?pid=P20230423084149 HTTP/1.1" 200 65614
0:0:0:0:0:0:0:1 - - [31/Aug/2024:22:47:39 +0530] "GET /RevShop/ShowImage?pid=P20230423084151 HTTP/1.1" 200 16694
0:0:0:0:0:0:0:1 - - [31/Aug/2024:22:47:39 +0530] "GET /RevShop/ShowImage?pid=P20230423084154 HTTP/1.1" 200 48989
0:0:0:0:0:0:0:1 - - [31/Aug/2024:22:47:39 +0530] "GET /RevShop/ShowImage?pid=P20230423084155 HTTP/1.1" 200 18922
0:0:0:0:0:0:0:1 - - [31/Aug/2024:22:47:39 +0530] "GET /RevShop/ShowImage?pid=P20230423084156 HTTP/1.1" 200 1942
0:0:0:0:0:0:0:1 - - [31/Aug/2024:22:47:39 +0530] "GET /RevShop/ShowImage?pid=P20230423084157 HTTP/1.1" 200 13987
0:0:0:0:0:0:0:1 - - [31/Aug/2024:22:47:39 +0530] "GET /RevShop/ShowImage?pid=P20230423084158 HTTP/1.1" 200 37121
0:0:0:0:0:0:0:1 - - [31/Aug/2024:22:47:39 +0530] "GET /RevShop/ShowImage?pid=P20230423084159 HTTP/1.1" 200 23693
0:0:0:0:0:0:0:1 - - [31/Aug/2024:22:47:39 +0530] "GET /RevShop/ShowImage?pid=P20230423084160 HTTP/1.1" 200 22883
0:0:0:0:0:0:0:1 - - [31/Aug/2024:22:47:39 +0530] "GET /RevShop/ShowImage?pid=P20230423084161 HTTP/1.1" 200 14509
0:0:0:0:0:0:0:1 - - [31/Aug/2024:22:47:39 +0530] "GET /RevShop/ShowImage?pid=P20240831085558 HTTP/1.1" 200 110721
0:0:0:0:0:0:0:1 - - [31/Aug/2024:22:47:39 +0530] "GET /RevShop/ShowImage?pid=P20240831085605 HTTP/1.1" 200 110721
0:0:0:0:0:0:0:1 - - [31/Aug/2024:22:48:41 +0530] "GET /RevShop/removeProduct.jsp HTTP/1.1" 200 8684
0:0:0:0:0:0:0:1 - - [31/Aug/2024:22:48:46 +0530] "POST /RevShop/RemoveProductServlet HTTP/1.1" 200 8922
0:0:0:0:0:0:0:1 - - [31/Aug/2024:22:49:02 +0530] "GET /RevShop/unshippedItems.jsp HTTP/1.1" 200 12245
0:0:0:0:0:0:0:1 - - [31/Aug/2024:22:49:13 +0530] "GET /RevShop/ShipmentServlet?orderid=T20240826042108&amount=41999.0&userid=vilas@gmail.com&prodid=P20230423084143 HTTP/1.1" 200 8912
0:0:0:0:0:0:0:1 - - [31/Aug/2024:22:49:19 +0530] "GET /RevShop/unshippedItems.jsp HTTP/1.1" 200 11809
0:0:0:0:0:0:0:1 - - [31/Aug/2024:22:49:21 +0530] "GET /RevShop/shippedItems.jsp HTTP/1.1" 200 8809
0:0:0:0:0:0:0:1 - - [31/Aug/2024:22:49:23 +0530] "GET /RevShop/adminStock.jsp HTTP/1.1" 200 26802
0:0:0:0:0:0:0:1 - - [31/Aug/2024:22:49:23 +0530] "GET /RevShop/ShowImage?pid=P20230423082243 HTTP/1.1" 200 96902
0:0:0:0:0:0:0:1 - - [31/Aug/2024:22:49:23 +0530] "GET /RevShop/ShowImage?pid=P20230423083830 HTTP/1.1" 200 21798
0:0:0:0:0:0:0:1 - - [31/Aug/2024:22:49:23 +0530] "GET /RevShop/ShowImage?pid=P20230423084143 HTTP/1.1" 200 21915
0:0:0:0:0:0:0:1 - - [31/Aug/2024:22:49:23 +0530] "GET /RevShop/ShowImage?pid=P20230423084144 HTTP/1.1" 200 20420
0:0:0:0:0:0:0:1 - - [31/Aug/2024:22:49:23 +0530] "GET /RevShop/ShowImage?pid=P20230423084145 HTTP/1.1" 200 19444
0:0:0:0:0:0:0:1 - - [31/Aug/2024:22:49:23 +0530] "GET /RevShop/ShowImage?pid=P20230423084146 HTTP/1.1" 200 30013
0:0:0:0:0:0:0:1 - - [31/Aug/2024:22:49:23 +0530] "GET /RevShop/ShowImage?pid=P20230423084147 HTTP/1.1" 200 8013
0:0:0:0:0:0:0:1 - - [31/Aug/2024:22:49:23 +0530] "GET /RevShop/ShowImage?pid=P20230423084148 HTTP/1.1" 200 31791
0:0:0:0:0:0:0:1 - - [31/Aug/2024:22:49:23 +0530] "GET /RevShop/ShowImage?pid=P20230423084149 HTTP/1.1" 200 65614
0:0:0:0:0:0:0:1 - - [31/Aug/2024:22:49:23 +0530] "GET /RevShop/ShowImage?pid=P20230423084150 HTTP/1.1" 200 21481
0:0:0:0:0:0:0:1 - - [31/Aug/2024:22:49:23 +0530] "GET /RevShop/ShowImage?pid=P20230423084151 HTTP/1.1" 200 16694
0:0:0:0:0:0:0:1 - - [31/Aug/2024:22:49:23 +0530] "GET /RevShop/ShowImage?pid=P20230423084152 HTTP/1.1" 200 34752
0:0:0:0:0:0:0:1 - - [31/Aug/2024:22:49:23 +0530] "GET /RevShop/ShowImage?pid=P20230423084153 HTTP/1.1" 200 48613
0:0:0:0:0:0:0:1 - - [31/Aug/2024:22:49:23 +0530] "GET /RevShop/ShowImage?pid=P20230423084154 HTTP/1.1" 200 48989
0:0:0:0:0:0:0:1 - - [31/Aug/2024:22:49:23 +0530] "GET /RevShop/ShowImage?pid=P20230423084155 HTTP/1.1" 200 18922
0:0:0:0:0:0:0:1 - - [31/Aug/2024:22:49:23 +0530] "GET /RevShop/ShowImage?pid=P20230423084156 HTTP/1.1" 200 1942
0:0:0:0:0:0:0:1 - - [31/Aug/2024:22:49:23 +0530] "GET /RevShop/ShowImage?pid=P20230423084157 HTTP/1.1" 200 13987
0:0:0:0:0:0:0:1 - - [31/Aug/2024:22:49:23 +0530] "GET /RevShop/ShowImage?pid=P20230423084159 HTTP/1.1" 200 23693
0:0:0:0:0:0:0:1 - - [31/Aug/2024:22:49:23 +0530] "GET /RevShop/ShowImage?pid=P20230423084158 HTTP/1.1" 200 37121
0:0:0:0:0:0:0:1 - - [31/Aug/2024:22:49:23 +0530] "GET /RevShop/ShowImage?pid=P20230423084160 HTTP/1.1" 200 22883
0:0:0:0:0:0:0:1 - - [31/Aug/2024:22:49:23 +0530] "GET /RevShop/ShowImage?pid=P20230423084161 HTTP/1.1" 200 14509
0:0:0:0:0:0:0:1 - - [31/Aug/2024:22:49:23 +0530] "GET /RevShop/ShowImage?pid=P20240831085558 HTTP/1.1" 200 110721
0:0:0:0:0:0:0:1 - - [31/Aug/2024:22:49:23 +0530] "GET /RevShop/ShowImage?pid=P20240831085605 HTTP/1.1" 200 110721
0:0:0:0:0:0:0:1 - - [31/Aug/2024:22:49:33 +0530] "POST /RevShop/updateProduct.jsp?prodid=P20230423084153 HTTP/1.1" 200 10590
0:0:0:0:0:0:0:1 - - [31/Aug/2024:22:49:33 +0530] "GET /RevShop/ShowImage?pid=P20230423084153 HTTP/1.1" 200 48613
0:0:0:0:0:0:0:1 - - [31/Aug/2024:22:49:48 +0530] "POST /RevShop/UpdateProductServlet HTTP/1.1" 200 10528
0:0:0:0:0:0:0:1 - - [31/Aug/2024:22:49:48 +0530] "GET /RevShop/ShowImage?pid=P20230423084153 HTTP/1.1" 200 48613
0:0:0:0:0:0:0:1 - - [31/Aug/2024:22:49:53 +0530] "GET /RevShop/adminStock.jsp HTTP/1.1" 200 26802
0:0:0:0:0:0:0:1 - - [31/Aug/2024:22:49:53 +0530] "GET /RevShop/ShowImage?pid=P20230423083830 HTTP/1.1" 200 21798
0:0:0:0:0:0:0:1 - - [31/Aug/2024:22:49:53 +0530] "GET /RevShop/ShowImage?pid=P20230423082243 HTTP/1.1" 200 96902
0:0:0:0:0:0:0:1 - - [31/Aug/2024:22:49:53 +0530] "GET /RevShop/ShowImage?pid=P20230423084143 HTTP/1.1" 200 21915
0:0:0:0:0:0:0:1 - - [31/Aug/2024:22:49:53 +0530] "GET /RevShop/ShowImage?pid=P20230423084144 HTTP/1.1" 200 20420
0:0:0:0:0:0:0:1 - - [31/Aug/2024:22:49:53 +0530] "GET /RevShop/ShowImage?pid=P20230423084146 HTTP/1.1" 200 30013
0:0:0:0:0:0:0:1 - - [31/Aug/2024:22:49:53 +0530] "GET /RevShop/ShowImage?pid=P20230423084145 HTTP/1.1" 200 19444
0:0:0:0:0:0:0:1 - - [31/Aug/2024:22:49:53 +0530] "GET /RevShop/ShowImage?pid=P20230423084147 HTTP/1.1" 200 8013
0:0:0:0:0:0:0:1 - - [31/Aug/2024:22:49:53 +0530] "GET /RevShop/ShowImage?pid=P20230423084148 HTTP/1.1" 200 31791
0:0:0:0:0:0:0:1 - - [31/Aug/2024:22:49:53 +0530] "GET /RevShop/ShowImage?pid=P20230423084149 HTTP/1.1" 200 65614
0:0:0:0:0:0:0:1 - - [31/Aug/2024:22:49:53 +0530] "GET /RevShop/ShowImage?pid=P20230423084151 HTTP/1.1" 200 16694
0:0:0:0:0:0:0:1 - - [31/Aug/2024:22:49:53 +0530] "GET /RevShop/ShowImage?pid=P20230423084152 HTTP/1.1" 200 34752
0:0:0:0:0:0:0:1 - - [31/Aug/2024:22:49:53 +0530] "GET /RevShop/ShowImage?pid=P20230423084150 HTTP/1.1" 200 21481
0:0:0:0:0:0:0:1 - - [31/Aug/2024:22:49:53 +0530] "GET /RevShop/ShowImage?pid=P20230423084153 HTTP/1.1" 200 48613
0:0:0:0:0:0:0:1 - - [31/Aug/2024:22:49:53 +0530] "GET /RevShop/ShowImage?pid=P20230423084154 HTTP/1.1" 200 48989
0:0:0:0:0:0:0:1 - - [31/Aug/2024:22:49:53 +0530] "GET /RevShop/ShowImage?pid=P20230423084155 HTTP/1.1" 200 18922
0:0:0:0:0:0:0:1 - - [31/Aug/2024:22:49:53 +0530] "GET /RevShop/ShowImage?pid=P20230423084157 HTTP/1.1" 200 13987
0:0:0:0:0:0:0:1 - - [31/Aug/2024:22:49:53 +0530] "GET /RevShop/ShowImage?pid=P20230423084156 HTTP/1.1" 200 1942
0:0:0:0:0:0:0:1 - - [31/Aug/2024:22:49:53 +0530] "GET /RevShop/ShowImage?pid=P20230423084158 HTTP/1.1" 200 37121
0:0:0:0:0:0:0:1 - - [31/Aug/2024:22:49:53 +0530] "GET /RevShop/ShowImage?pid=P20230423084159 HTTP/1.1" 200 23693
0:0:0:0:0:0:0:1 - - [31/Aug/2024:22:49:53 +0530] "GET /RevShop/ShowImage?pid=P20240831085605 HTTP/1.1" 200 110721
0:0:0:0:0:0:0:1 - - [31/Aug/2024:22:49:53 +0530] "GET /RevShop/ShowImage?pid=P20230423084161 HTTP/1.1" 200 14509
0:0:0:0:0:0:0:1 - - [31/Aug/2024:22:49:53 +0530] "GET /RevShop/ShowImage?pid=P20230423084160 HTTP/1.1" 200 22883
0:0:0:0:0:0:0:1 - - [31/Aug/2024:22:49:53 +0530] "GET /RevShop/ShowImage?pid=P20240831085558 HTTP/1.1" 200 110721
0:0:0:0:0:0:0:1 - - [31/Aug/2024:22:50:21 +0530] "POST /RevShop/updateProduct.jsp?prodid=P20230423084152 HTTP/1.1" 200 10450
0:0:0:0:0:0:0:1 - - [31/Aug/2024:22:50:21 +0530] "GET /RevShop/ShowImage?pid=P20230423084152 HTTP/1.1" 200 34752
0:0:0:0:0:0:0:1 - - [31/Aug/2024:22:50:26 +0530] "GET /RevShop/adminStock.jsp HTTP/1.1" 200 26802
0:0:0:0:0:0:0:1 - - [31/Aug/2024:22:50:26 +0530] "GET /RevShop/ShowImage?pid=P20230423082243 HTTP/1.1" 200 96902
0:0:0:0:0:0:0:1 - - [31/Aug/2024:22:50:26 +0530] "GET /RevShop/ShowImage?pid=P20230423083830 HTTP/1.1" 200 21798
0:0:0:0:0:0:0:1 - - [31/Aug/2024:22:50:26 +0530] "GET /RevShop/ShowImage?pid=P20230423084143 HTTP/1.1" 200 21915
0:0:0:0:0:0:0:1 - - [31/Aug/2024:22:50:26 +0530] "GET /RevShop/ShowImage?pid=P20230423084144 HTTP/1.1" 200 20420
0:0:0:0:0:0:0:1 - - [31/Aug/2024:22:50:26 +0530] "GET /RevShop/ShowImage?pid=P20230423084145 HTTP/1.1" 200 19444
0:0:0:0:0:0:0:1 - - [31/Aug/2024:22:50:26 +0530] "GET /RevShop/ShowImage?pid=P20230423084147 HTTP/1.1" 200 8013
0:0:0:0:0:0:0:1 - - [31/Aug/2024:22:50:26 +0530] "GET /RevShop/ShowImage?pid=P20230423084146 HTTP/1.1" 200 30013
0:0:0:0:0:0:0:1 - - [31/Aug/2024:22:50:26 +0530] "GET /RevShop/ShowImage?pid=P20230423084148 HTTP/1.1" 200 31791
0:0:0:0:0:0:0:1 - - [31/Aug/2024:22:50:26 +0530] "GET /RevShop/ShowImage?pid=P20230423084149 HTTP/1.1" 200 65614
0:0:0:0:0:0:0:1 - - [31/Aug/2024:22:50:26 +0530] "GET /RevShop/ShowImage?pid=P20230423084151 HTTP/1.1" 200 16694
0:0:0:0:0:0:0:1 - - [31/Aug/2024:22:50:26 +0530] "GET /RevShop/ShowImage?pid=P20230423084150 HTTP/1.1" 200 21481
0:0:0:0:0:0:0:1 - - [31/Aug/2024:22:50:26 +0530] "GET /RevShop/ShowImage?pid=P20230423084152 HTTP/1.1" 200 34752
0:0:0:0:0:0:0:1 - - [31/Aug/2024:22:50:26 +0530] "GET /RevShop/ShowImage?pid=P20230423084153 HTTP/1.1" 200 48613
0:0:0:0:0:0:0:1 - - [31/Aug/2024:22:50:26 +0530] "GET /RevShop/ShowImage?pid=P20230423084154 HTTP/1.1" 200 48989
0:0:0:0:0:0:0:1 - - [31/Aug/2024:22:50:26 +0530] "GET /RevShop/ShowImage?pid=P20230423084155 HTTP/1.1" 200 18922
0:0:0:0:0:0:0:1 - - [31/Aug/2024:22:50:26 +0530] "GET /RevShop/ShowImage?pid=P20230423084156 HTTP/1.1" 200 1942
0:0:0:0:0:0:0:1 - - [31/Aug/2024:22:50:26 +0530] "GET /RevShop/ShowImage?pid=P20230423084157 HTTP/1.1" 200 13987
0:0:0:0:0:0:0:1 - - [31/Aug/2024:22:50:26 +0530] "GET /RevShop/ShowImage?pid=P20230423084158 HTTP/1.1" 200 37121
0:0:0:0:0:0:0:1 - - [31/Aug/2024:22:50:26 +0530] "GET /RevShop/ShowImage?pid=P20230423084159 HTTP/1.1" 200 23693
0:0:0:0:0:0:0:1 - - [31/Aug/2024:22:50:26 +0530] "GET /RevShop/ShowImage?pid=P20230423084160 HTTP/1.1" 200 22883
0:0:0:0:0:0:0:1 - - [31/Aug/2024:22:50:26 +0530] "GET /RevShop/ShowImage?pid=P20230423084161 HTTP/1.1" 200 14509
0:0:0:0:0:0:0:1 - - [31/Aug/2024:22:50:26 +0530] "GET /RevShop/ShowImage?pid=P20240831085558 HTTP/1.1" 200 110721
0:0:0:0:0:0:0:1 - - [31/Aug/2024:22:50:26 +0530] "GET /RevShop/ShowImage?pid=P20240831085605 HTTP/1.1" 200 110721
0:0:0:0:0:0:0:1 - - [31/Aug/2024:22:50:34 +0530] "POST /RevShop/RemoveProductServlet?prodid=P20230423084153 HTTP/1.1" 200 8922
0:0:0:0:0:0:0:1 - - [31/Aug/2024:22:50:41 +0530] "GET /RevShop/adminStock.jsp HTTP/1.1" 200 26802
0:0:0:0:0:0:0:1 - - [31/Aug/2024:22:50:41 +0530] "GET /RevShop/ShowImage?pid=P20230423082243 HTTP/1.1" 200 96902
0:0:0:0:0:0:0:1 - - [31/Aug/2024:22:50:41 +0530] "GET /RevShop/ShowImage?pid=P20230423083830 HTTP/1.1" 200 21798
0:0:0:0:0:0:0:1 - - [31/Aug/2024:22:50:41 +0530] "GET /RevShop/ShowImage?pid=P20230423084143 HTTP/1.1" 200 21915
0:0:0:0:0:0:0:1 - - [31/Aug/2024:22:50:41 +0530] "GET /RevShop/ShowImage?pid=P20230423084144 HTTP/1.1" 200 20420
0:0:0:0:0:0:0:1 - - [31/Aug/2024:22:50:41 +0530] "GET /RevShop/ShowImage?pid=P20230423084146 HTTP/1.1" 200 30013
0:0:0:0:0:0:0:1 - - [31/Aug/2024:22:50:41 +0530] "GET /RevShop/ShowImage?pid=P20230423084145 HTTP/1.1" 200 19444
0:0:0:0:0:0:0:1 - - [31/Aug/2024:22:50:41 +0530] "GET /RevShop/ShowImage?pid=P20230423084147 HTTP/1.1" 200 8013
0:0:0:0:0:0:0:1 - - [31/Aug/2024:22:50:41 +0530] "GET /RevShop/ShowImage?pid=P20230423084148 HTTP/1.1" 200 31791
0:0:0:0:0:0:0:1 - - [31/Aug/2024:22:50:41 +0530] "GET /RevShop/ShowImage?pid=P20230423084149 HTTP/1.1" 200 65614
0:0:0:0:0:0:0:1 - - [31/Aug/2024:22:50:41 +0530] "GET /RevShop/ShowImage?pid=P20230423084150 HTTP/1.1" 200 21481
0:0:0:0:0:0:0:1 - - [31/Aug/2024:22:50:41 +0530] "GET /RevShop/ShowImage?pid=P20230423084152 HTTP/1.1" 200 34752
0:0:0:0:0:0:0:1 - - [31/Aug/2024:22:50:41 +0530] "GET /RevShop/ShowImage?pid=P20230423084151 HTTP/1.1" 200 16694
0:0:0:0:0:0:0:1 - - [31/Aug/2024:22:50:41 +0530] "GET /RevShop/ShowImage?pid=P20230423084153 HTTP/1.1" 200 48613
0:0:0:0:0:0:0:1 - - [31/Aug/2024:22:50:41 +0530] "GET /RevShop/ShowImage?pid=P20230423084154 HTTP/1.1" 200 48989
0:0:0:0:0:0:0:1 - - [31/Aug/2024:22:50:42 +0530] "GET /RevShop/ShowImage?pid=P20230423084155 HTTP/1.1" 200 18922
0:0:0:0:0:0:0:1 - - [31/Aug/2024:22:50:42 +0530] "GET /RevShop/ShowImage?pid=P20230423084156 HTTP/1.1" 200 1942
0:0:0:0:0:0:0:1 - - [31/Aug/2024:22:50:42 +0530] "GET /RevShop/ShowImage?pid=P20230423084157 HTTP/1.1" 200 13987
0:0:0:0:0:0:0:1 - - [31/Aug/2024:22:50:42 +0530] "GET /RevShop/ShowImage?pid=P20230423084158 HTTP/1.1" 200 37121
0:0:0:0:0:0:0:1 - - [31/Aug/2024:22:50:42 +0530] "GET /RevShop/ShowImage?pid=P20230423084159 HTTP/1.1" 200 23693
0:0:0:0:0:0:0:1 - - [31/Aug/2024:22:50:42 +0530] "GET /RevShop/ShowImage?pid=P20230423084160 HTTP/1.1" 200 22883
0:0:0:0:0:0:0:1 - - [31/Aug/2024:22:50:42 +0530] "GET /RevShop/ShowImage?pid=P20230423084161 HTTP/1.1" 200 14509
0:0:0:0:0:0:0:1 - - [31/Aug/2024:22:50:42 +0530] "GET /RevShop/ShowImage?pid=P20240831085558 HTTP/1.1" 200 110721
0:0:0:0:0:0:0:1 - - [31/Aug/2024:22:50:42 +0530] "GET /RevShop/ShowImage?pid=P20240831085605 HTTP/1.1" 200 110721
0:0:0:0:0:0:0:1 - - [31/Aug/2024:22:50:55 +0530] "POST /RevShop/RemoveProductServlet?prodid=P20230423082243 HTTP/1.1" 200 8922
0:0:0:0:0:0:0:1 - - [31/Aug/2024:22:51:02 +0530] "GET /RevShop/adminStock.jsp HTTP/1.1" 200 26802
0:0:0:0:0:0:0:1 - - [31/Aug/2024:22:51:02 +0530] "GET /RevShop/ShowImage?pid=P20230423082243 HTTP/1.1" 200 96902
0:0:0:0:0:0:0:1 - - [31/Aug/2024:22:51:02 +0530] "GET /RevShop/ShowImage?pid=P20230423083830 HTTP/1.1" 200 21798
0:0:0:0:0:0:0:1 - - [31/Aug/2024:22:51:02 +0530] "GET /RevShop/ShowImage?pid=P20230423084143 HTTP/1.1" 200 21915
0:0:0:0:0:0:0:1 - - [31/Aug/2024:22:51:02 +0530] "GET /RevShop/ShowImage?pid=P20230423084144 HTTP/1.1" 200 20420
0:0:0:0:0:0:0:1 - - [31/Aug/2024:22:51:02 +0530] "GET /RevShop/ShowImage?pid=P20230423084145 HTTP/1.1" 200 19444
0:0:0:0:0:0:0:1 - - [31/Aug/2024:22:51:02 +0530] "GET /RevShop/ShowImage?pid=P20230423084146 HTTP/1.1" 200 30013
0:0:0:0:0:0:0:1 - - [31/Aug/2024:22:51:02 +0530] "GET /RevShop/ShowImage?pid=P20230423084147 HTTP/1.1" 200 8013
0:0:0:0:0:0:0:1 - - [31/Aug/2024:22:51:02 +0530] "GET /RevShop/ShowImage?pid=P20230423084148 HTTP/1.1" 200 31791
0:0:0:0:0:0:0:1 - - [31/Aug/2024:22:51:02 +0530] "GET /RevShop/ShowImage?pid=P20230423084150 HTTP/1.1" 200 21481
